"TAZ","access_nearby_sov","access_transit","access_walk","N_NH_K12_All_sov_AM","N_NH_K12_All_sov_MD","N_NH_K12_All_sov_PM","N_NH_K12_All_sov_NT","N_NH_K12_All_hov2_AM","N_NH_K12_All_hov2_MD","N_NH_K12_All_hov2_PM","N_NH_K12_All_hov2_NT","N_NH_K12_All_hov3_AM","N_NH_K12_All_hov3_MD","N_NH_K12_All_hov3_PM","N_NH_K12_All_hov3_NT","N_NH_K12_All_walkbike_AM","N_NH_K12_All_walkbike_MD","N_NH_K12_All_walkbike_PM","N_NH_K12_All_walkbike_NT","N_NH_OME_All_sov_AM","N_NH_OME_All_sov_MD","N_NH_OME_All_sov_PM","N_NH_OME_All_sov_NT","N_NH_OME_All_hov2_AM","N_NH_OME_All_hov2_MD","N_NH_OME_All_hov2_PM","N_NH_OME_All_hov2_NT","N_NH_OME_All_hov3_AM","N_NH_OME_All_hov3_MD","N_NH_OME_All_hov3_PM","N_NH_OME_All_hov3_NT","N_NH_OME_All_walkbike_AM","N_NH_OME_All_walkbike_MD","N_NH_OME_All_walkbike_PM","N_NH_OME_All_walkbike_NT","N_NH_OME_All_t_AM","N_NH_OME_All_t_MD","N_NH_OME_All_t_PM","N_NH_OME_All_t_NT","N_NH_O_All_sov_AM","N_NH_O_All_sov_MD","N_NH_O_All_sov_PM","N_NH_O_All_sov_NT","N_NH_O_All_hov2_AM","N_NH_O_All_hov2_MD","N_NH_O_All_hov2_PM","N_NH_O_All_hov2_NT","N_NH_O_All_hov3_AM","N_NH_O_All_hov3_MD","N_NH_O_All_hov3_PM","N_NH_O_All_hov3_NT","N_NH_O_All_auto_pay_AM","N_NH_O_All_auto_pay_MD","N_NH_O_All_auto_pay_PM","N_NH_O_All_auto_pay_NT","N_NH_O_All_walkbike_AM","N_NH_O_All_walkbike_MD","N_NH_O_All_walkbike_PM","N_NH_O_All_walkbike_NT","N_NH_O_All_t_AM","N_NH_O_All_t_MD","N_NH_O_All_t_PM","N_NH_O_All_t_NT","W_NH_EK12_All_sov_AM","W_NH_EK12_All_sov_MD","W_NH_EK12_All_sov_PM","W_NH_EK12_All_sov_NT","W_NH_EK12_All_hov2_AM","W_NH_EK12_All_hov2_MD","W_NH_EK12_All_hov2_PM","W_NH_EK12_All_hov2_NT","W_NH_EK12_All_hov3_AM","W_NH_EK12_All_hov3_MD","W_NH_EK12_All_hov3_PM","W_NH_EK12_All_hov3_NT","W_NH_EK12_All_walkbike_AM","W_NH_EK12_All_walkbike_MD","W_NH_EK12_All_walkbike_PM","W_NH_EK12_All_walkbike_NT","W_NH_O_All_sov_AM","W_NH_O_All_sov_MD","W_NH_O_All_sov_PM","W_NH_O_All_sov_NT","W_NH_O_All_hov2_AM","W_NH_O_All_hov2_MD","W_NH_O_All_hov2_PM","W_NH_O_All_hov2_NT","W_NH_O_All_hov3_AM","W_NH_O_All_hov3_MD","W_NH_O_All_hov3_PM","W_NH_O_All_hov3_NT","W_NH_O_All_walkbike_AM","W_NH_O_All_walkbike_MD","W_NH_O_All_walkbike_PM","W_NH_O_All_walkbike_NT","W_NH_O_All_t_AM","W_NH_O_All_t_MD","W_NH_O_All_t_PM","W_NH_O_All_t_NT","W_NH_WR_All_sov_AM","W_NH_WR_All_sov_MD","W_NH_WR_All_sov_PM","W_NH_WR_All_sov_NT","W_NH_WR_All_hov2_AM","W_NH_WR_All_hov2_MD","W_NH_WR_All_hov2_PM","W_NH_WR_All_hov2_NT","W_NH_WR_All_hov3_AM","W_NH_WR_All_hov3_MD","W_NH_WR_All_hov3_PM","W_NH_WR_All_hov3_NT","W_NH_WR_All_auto_pay_AM","W_NH_WR_All_auto_pay_MD","W_NH_WR_All_auto_pay_PM","W_NH_WR_All_auto_pay_NT","W_NH_WR_All_walkbike_AM","W_NH_WR_All_walkbike_MD","W_NH_WR_All_walkbike_PM","W_NH_WR_All_walkbike_NT"
952,7.77801,0.00,0.0312797,3.90365,2.53415,2.19262,1.49316,8.26726,5.39303,4.66817,3.19129,13.6492,8.98376,7.78578,5.35148,2.52222,1.59293,1.37899,0.902649,3.85896,15.7944,9.59377,10.7003,5.90275,19.561,12.3896,13.7878,2.52375,9.48768,6.06671,7.01699,0.39911,1.56146,0.868642,0.840517,0.00,0.00,0.00,0.00,2.98305,7.26342,6.07483,7.15374,3.93236,9.19772,7.12889,7.02706,18.3051,14.236,12.3441,9.71438,0.00778799,0.0208247,0.017471,0.024329,0.701486,1.72498,1.42557,1.40424,0.00,0.00,0.00,0.00,57.4203,6.97253,28.4259,15.8994,19.3145,2.38997,9.74815,5.6889,7.53516,0.988597,3.90025,2.37194,0.00,0.00,0.00,0.00,28.9608,11.309,27.9783,29.4947,3.423,2.57127,4.77888,5.5024,1.50796,1.16484,2.19495,2.5797,4.4862,3.04675,5.32699,5.5782,0.00,0.00,0.00,0.00,9.95034,2.50079,6.47151,4.87653,0.227177,0.206994,0.42407,0.552389,0.818269,0.526555,0.884096,0.862461,0.0197251,0.0179811,0.0368246,0.047983,0.557111,0.365381,0.62362,0.626431
953,8.7961,0.00,0.214248,0.11476,0.264628,0.23295,0.276464,0.274155,0.624287,0.551889,0.646709,0.54864,1.21755,1.08598,1.23073,0.0976792,0.131943,0.120648,0.10695,13.4938,102.627,52.5519,58.6739,15.6019,86.4706,45.309,49.412,7.96549,55.7875,29.234,33.0082,1.56565,10.6764,5.37507,5.74813,0.00,0.00,0.00,0.00,5.28088,16.0515,11.8731,13.8814,7.53386,21.5747,14.1778,13.7024,3.01589,8.24236,6.605,7.61656,0.0156052,0.0420248,0.0352132,0.0489225,1.68055,7.73413,4.87651,5.20467,0.00,0.00,0.00,0.00,1.95119,1.36417,2.42203,2.5864,1.03465,0.957501,1.95935,2.53565,0.633852,0.584703,1.19848,1.5503,0.00,0.00,0.00,0.00,35.4266,32.6735,66.9771,86.6373,8.9925,7.37067,14.2918,17.3128,4.06472,3.40334,6.66091,8.16835,10.1986,7.78463,14.4853,16.6677,0.00,0.00,0.00,0.00,5.13527,3.73599,6.80054,7.54255,0.797797,0.73567,1.50815,1.95083,1.61043,1.11915,1.97656,2.09318,0.0699725,0.0646606,0.132407,0.171393,1.15817,0.828842,1.4856,1.61577
954,7.55831,0.00,0.00,4.62645,3.0852,2.66479,1.84861,9.66517,6.48375,5.603,3.90416,15.9641,10.8296,9.37277,6.57187,0.00,0.00,0.00,0.00,6.29458,31.9535,18.9986,21.7937,8.81549,33.3765,21.6975,25.2302,4.0589,18.458,11.5083,13.5714,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.74826,11.9953,9.97961,11.8838,5.66212,13.1889,10.7915,10.9807,21.6956,18.3423,15.804,13.0447,0.0137686,0.0369784,0.031032,0.0431703,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.1172,6.64573,27.262,15.3266,18.5122,2.52875,9.82881,6.05703,7.28501,1.09831,4.04581,2.66219,0.00,0.00,0.00,0.00,36.5531,19.3131,44.0908,50.6074,4.17972,3.54891,6.9784,8.66226,1.95582,1.69014,3.34363,4.18747,4.27833,3.35376,6.33497,7.46578,0.00,0.00,0.00,0.00,9.24222,2.48398,6.58933,5.48071,0.42152,0.389229,0.795501,1.03305,0.649891,0.474784,0.861163,0.957562,0.0365559,0.0337986,0.0690577,0.0897086,0.479452,0.359445,0.662513,0.754225
955,7.06048,0.00,0.00,0.00630183,0.0145193,0.012809,0.015189,0.0144134,0.0328232,0.0290649,0.0340516,0.0284728,0.063219,0.0564799,0.063978,0.00,0.00,0.00,0.00,0.201119,0.467319,0.41105,0.492948,0.333902,0.791686,0.691494,0.85139,0.143871,0.344074,0.299614,0.373218,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.228113,0.529885,0.466126,0.558831,0.254057,0.530473,0.484635,0.502174,0.132998,0.299413,0.26622,0.306908,0.000515571,0.00138557,0.00116536,0.00162254,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0549498,0.0377229,0.066413,0.0694377,0.0249829,0.0229301,0.0473513,0.0610226,0.0159799,0.0146624,0.0302836,0.0390251,0.00,0.00,0.00,0.00,0.892974,0.819182,1.69206,2.18046,0.235005,0.189068,0.366172,0.437813,0.107013,0.0882316,0.17272,0.209506,0.26292,0.192653,0.353955,0.39446,0.00,0.00,0.00,0.00,0.142639,0.10171,0.183719,0.199702,0.0201062,0.018441,0.0380938,0.0490887,0.0450462,0.0307974,0.053995,0.0560595,0.00171967,0.0015789,0.00326041,0.00420335,0.031048,0.0218406,0.0391049,0.0419526
956,8.63792,0.00,0.00,0.13765,0.317961,0.279711,0.333019,0.337793,0.77142,0.681231,0.801161,0.673878,1.49951,1.33616,1.51958,0.00,0.00,0.00,0.00,24.3941,236.114,119.342,135.949,22.4366,174.428,91.1999,103.931,14.0927,128.736,65.9553,75.5977,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.62001,24.5392,16.9492,19.9436,8.19123,26.9365,18.3401,19.0083,3.85123,12.51,9.22499,10.6428,0.0151716,0.0405494,0.034068,0.0473341,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.36153,1.75617,3.24398,3.66107,1.6667,1.5341,3.15134,4.06901,1.0685,0.983377,2.02018,2.6084,0.00,0.00,0.00,0.00,59.7047,54.9373,112.868,145.731,12.9569,11.0482,21.9214,27.1874,6.10609,5.29861,10.5757,13.228,12.501,9.90394,18.9612,22.4671,0.00,0.00,0.00,0.00,6.52487,5.04527,9.53215,11.0971,1.34421,1.23665,2.54087,3.28063,1.92234,1.4216,2.61457,2.93269,0.116205,0.10702,0.21979,0.283897,1.38933,1.05975,1.98764,2.29061
957,8.72769,0.00,0.125172,0.217732,0.494857,0.437931,0.512064,0.533165,1.19711,1.06378,1.22789,1.07988,2.36445,2.11961,2.36622,0.111817,0.178441,0.164925,0.151169,68.0546,722.247,359.457,407.836,54.4135,495.838,251.09,283.994,36.8702,377.636,189.287,215.335,4.65654,46.4314,23.0263,25.7218,0.00,0.00,0.00,0.00,11.9757,56.0908,35.1989,40.6107,15.3555,61.0566,38.2887,39.8359,6.75944,26.8835,18.1257,20.6116,0.0241586,0.0642669,0.0545009,0.0748254,4.48038,33.6182,18.2253,20.0652,0.00,0.00,0.00,0.00,6.03495,4.31567,7.81522,8.54495,3.57229,3.27949,6.74719,8.70257,2.28262,2.09474,4.31057,5.55944,0.00,0.00,0.00,0.00,127.566,117.043,240.872,310.656,30.2905,25.0625,49.1578,59.9404,13.9563,11.8071,23.3597,28.8225,30.6114,23.4408,44.1832,51.1573,0.00,0.00,0.00,0.00,16.2152,12.0703,22.3981,25.3662,2.8725,2.63507,5.42331,6.99446,5.07866,3.59381,6.45712,6.97734,0.249868,0.22932,0.471906,0.608621,3.48814,2.56114,4.71339,5.2764
958,8.42743,0.00,0.207442,0.0864637,0.201957,0.176881,0.214032,0.204114,0.470999,0.414204,0.495369,0.400227,0.900009,0.798517,0.923986,0.0355944,0.0605328,0.0560219,0.0520385,8.18198,56.41,29.459,33.0572,10.205,50.682,27.4272,30.2668,4.95546,30.8213,16.6444,18.996,0.755417,4.68514,2.31013,2.38763,0.00,0.00,0.00,0.00,3.81196,10.9803,8.37527,9.99659,4.99264,13.7964,9.28474,9.0985,2.14058,5.62709,4.60713,5.41412,0.0123474,0.0331558,0.0277706,0.0386575,0.883458,3.5847,2.36344,2.46481,0.00,0.00,0.00,0.00,0.877832,0.652541,1.20383,1.36757,0.63144,0.581042,1.1887,1.54311,0.401196,0.368888,0.754953,0.979979,0.00,0.00,0.00,0.00,22.4226,20.6128,42.1889,54.7633,4.84183,4.13361,8.18228,10.2147,2.27294,1.97292,3.92654,4.94126,4.74974,3.77872,7.22664,8.63535,0.00,0.00,0.00,0.00,2.43077,1.87935,3.54504,4.15395,0.504938,0.464095,0.949954,1.23307,0.708972,0.524953,0.96493,1.09078,0.044166,0.0406536,0.0831294,0.108003,0.523689,0.398829,0.745329,0.86272
959,8.33859,0.00,0.284165,0.0199171,0.045602,0.0402046,0.0477395,0.0475171,0.107455,0.0951225,0.11154,0.0947869,0.20894,0.186601,0.211607,0.0192777,0.0235948,0.0214723,0.0186034,0.893682,3.23233,2.18705,2.5331,1.34311,4.0275,2.91963,3.44626,0.614629,2.0567,1.45633,1.74832,0.110249,0.516028,0.307776,0.330239,0.00,0.00,0.00,0.00,0.801219,1.91433,1.64031,1.95977,0.972375,2.13845,1.81917,1.85657,0.483383,1.10432,0.970042,1.1204,0.00244576,0.00652047,0.00545798,0.00759929,0.220046,0.596532,0.469962,0.473635,0.00,0.00,0.00,0.00,0.0993433,0.0776818,0.147738,0.175522,0.0916665,0.0836591,0.171035,0.222397,0.0577263,0.0525989,0.107607,0.139909,0.00,0.00,0.00,0.00,3.22577,2.93869,6.01254,7.81728,0.645001,0.560698,1.12255,1.42397,0.307,0.270095,0.542489,0.691962,0.59145,0.491407,0.961457,1.187,0.00,0.00,0.00,0.00,0.287768,0.232623,0.450375,0.547528,0.0726306,0.0661548,0.135364,0.175992,0.0805514,0.0626049,0.11854,0.140061,0.00631601,0.00575634,0.0117668,0.0153113,0.062073,0.0493822,0.0945444,0.113465
960,8.83233,0.00,1.17515,0.261158,0.603874,0.530388,0.637736,0.637544,1.45705,1.28476,1.52765,1.26305,2.81323,2.50266,2.87794,0.171969,0.258862,0.238241,0.216557,33.0814,201.77,99.2516,105.448,46.7313,210.767,100.601,99.426,19.9635,112.55,57.0332,61.6644,3.78693,19.3109,8.69578,8.11044,0.00,0.00,0.00,0.00,12.7513,37.0706,26.7588,30.9893,22.045,65.4191,36.0681,31.5266,6.84156,17.7841,14.6094,17.0704,0.0494748,0.132605,0.111066,0.154715,3.12993,11.9875,8.08779,8.42592,0.00,0.00,0.00,0.00,4.09741,2.7408,4.73323,4.86704,1.60073,1.46365,2.99067,3.89671,1.02249,0.934529,1.90986,2.48844,0.00,0.00,0.00,0.00,57.1248,52.1993,106.688,139.005,16.2321,12.7488,24.2242,28.8378,7.334,5.91394,11.3669,13.7615,19.0702,13.5882,24.4532,26.8894,0.00,0.00,0.00,0.00,10.4577,7.25168,12.8309,13.7345,1.28594,1.17482,2.40139,3.12874,3.36458,2.2439,3.859,3.94151,0.11296,0.103346,0.211035,0.275198,2.29151,1.56823,2.75091,2.90345
961,9.05187,0.00,1.60416,0.240295,0.560525,0.491186,0.591822,0.584815,1.34721,1.18543,1.41122,1.15815,2.60043,2.30842,2.65832,0.32492,0.400166,0.363467,0.315288,25.3872,156.423,79.6536,86.7288,34.5778,156.478,79.5601,82.7016,15.6255,88.0915,46.3943,51.4974,3.38171,17.2897,8.72827,8.87651,0.00,0.00,0.00,0.00,11.3056,32.0639,24.0748,28.3298,17.3952,49.3966,30.0929,27.8036,6.34468,16.324,13.5108,15.8199,0.0590439,0.158631,0.132972,0.184922,3.65832,13.0148,9.0933,9.57345,0.00,0.00,0.00,0.00,3.27973,2.24491,3.9072,4.09388,1.44365,1.33434,2.71636,3.54406,0.913876,0.843854,1.71858,2.24223,0.00,0.00,0.00,0.00,51.0578,47.1358,96.0055,125.255,13.8937,11.1495,21.2581,25.5632,6.28218,5.17405,9.97366,12.1875,15.7534,11.5672,21.0141,23.5869,0.00,0.00,0.00,0.00,8.46969,6.02079,10.7389,11.7073,1.14939,1.06089,2.161,2.81933,2.72753,1.85673,3.21373,3.33719,0.102063,0.0942521,0.191953,0.250452,1.85847,1.30297,2.30178,2.47257
962,7.47239,0.00,0.87159,0.0388983,0.0915857,0.0798045,0.0944478,0.0863451,0.201145,0.175839,0.205495,0.171996,0.390832,0.34463,0.389563,0.0552024,0.0723753,0.065571,0.0577118,1.81241,7.28349,4.49162,5.05785,2.76935,9.13367,5.88912,6.6466,1.15021,4.26891,2.76349,3.22831,0.374753,1.58151,0.951111,1.01535,0.00,0.00,0.00,0.00,1.48411,3.70492,3.07926,3.64826,1.86997,4.44695,3.47222,3.45754,0.840282,1.99049,1.72071,1.98218,0.00654733,0.0176044,0.0147027,0.0204785,0.634973,1.74029,1.37252,1.41151,0.00,0.00,0.00,0.00,0.34243,0.24973,0.442411,0.488685,0.199588,0.190087,0.380639,0.500308,0.125551,0.119484,0.239317,0.3146,0.00,0.00,0.00,0.00,7.01653,6.6759,13.3728,17.579,1.66718,1.42731,2.73524,3.39909,0.768054,0.671984,1.2966,1.62986,1.77346,1.39742,2.57822,3.03283,0.00,0.00,0.00,0.00,0.915954,0.69661,1.26305,1.44711,0.157997,0.150294,0.301092,0.395784,0.27979,0.203079,0.358089,0.392887,0.0138887,0.0131802,0.0264254,0.0347318,0.200647,0.150082,0.26932,0.303889
963,7.1155,0.00,0.00,0.0326097,0.0744202,0.0654897,0.0763241,0.0749004,0.168856,0.149207,0.171409,0.150838,0.331808,0.295737,0.328713,0.00,0.00,0.00,0.00,2.29187,16.7924,9.03489,10.3356,2.66257,14.2478,8.30835,9.58126,1.34585,8.90456,4.943,5.73497,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.24824,3.48583,2.74457,3.21128,1.53908,3.84402,3.06435,3.12981,0.726118,1.85327,1.52891,1.73172,0.00340949,0.00911113,0.00762938,0.0106117,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.401097,0.30326,0.557194,0.643917,0.309305,0.286823,0.579392,0.758852,0.192869,0.178507,0.360815,0.472619,0.00,0.00,0.00,0.00,10.78,9.97512,20.1647,26.4124,2.3214,2.00102,3.91949,4.94412,1.08157,0.94783,1.86604,2.37334,2.28546,1.86262,3.54895,4.3198,0.00,0.00,0.00,0.00,1.12074,0.880846,1.65293,1.96782,0.24277,0.224599,0.454069,0.594742,0.330332,0.247658,0.452203,0.518181,0.0211417,0.0195541,0.0395352,0.0517871,0.245802,0.189818,0.351715,0.412105
964,7.1506,0.00,0.266295,0.00819732,0.0188842,0.0165315,0.0193508,0.0183033,0.0417053,0.0366395,0.0423319,0.0367537,0.0817186,0.0724082,0.0809283,0.00682923,0.0106493,0.00972998,0.00890161,0.362692,1.57572,0.975554,1.11201,0.531216,1.80064,1.20516,1.38849,0.228339,0.901222,0.585456,0.688639,0.0609554,0.272658,0.163939,0.175513,0.00,0.00,0.00,0.00,0.302965,0.745346,0.624444,0.734546,0.37721,0.861721,0.70846,0.714112,0.174381,0.40709,0.352172,0.400964,0.000910564,0.00244808,0.00204635,0.00284361,0.115855,0.317708,0.249072,0.253277,0.00,0.00,0.00,0.00,0.0439356,0.0348524,0.0651395,0.0779188,0.0398507,0.0372251,0.0747422,0.098234,0.0250957,0.023416,0.0470292,0.0618191,0.00,0.00,0.00,0.00,1.40274,1.30856,2.62842,3.45491,0.281309,0.249733,0.491105,0.629239,0.133307,0.11988,0.236384,0.304625,0.260393,0.219845,0.422916,0.526187,0.00,0.00,0.00,0.00,0.126907,0.104252,0.198301,0.242959,0.0315918,0.0294646,0.0591897,0.0777992,0.0354278,0.0279696,0.0520754,0.0620019,0.00274684,0.00255969,0.00514536,0.00676057,0.0273489,0.0220991,0.0416165,0.050344
965,7.63982,0.00,0.677053,2.90432,1.94923,1.66427,1.1455,6.09692,4.10925,3.50958,2.42155,10.0317,6.83693,5.84822,4.06263,2.61314,1.73126,1.48218,0.988923,3.19704,15.8494,9.62209,11.0798,4.31261,15.8895,10.7414,12.5926,2.0025,8.92464,5.66514,6.69563,0.789187,4.00548,2.42007,2.70449,0.00,0.00,0.00,0.00,2.56599,6.37775,5.34303,6.26837,3.20599,7.21927,6.15767,6.27997,13.5511,11.1949,9.5667,7.68375,0.00872942,0.0234712,0.0196239,0.0272662,1.35336,4.1861,3.11205,3.26344,0.00,0.00,0.00,0.00,47.3089,5.74915,23.4775,13.2201,16.1197,2.11616,8.29747,4.99021,6.29539,0.879217,3.33001,2.091,0.00,0.00,0.00,0.00,25.9438,11.3986,26.9033,29.5022,2.32126,1.99446,3.86318,4.85707,1.07075,0.93566,1.82184,2.31115,2.51856,2.04067,3.83872,4.63753,0.00,0.00,0.00,0.00,7.36757,1.6305,4.70428,3.62982,0.231032,0.215708,0.433193,0.569521,0.352938,0.259833,0.46624,0.525013,0.0202735,0.0189127,0.0380069,0.0499483,0.270567,0.203903,0.368899,0.422008
966,6.46405,0.00,0.00,0.0504562,0.112851,0.100424,0.116609,0.120125,0.265238,0.237079,0.271331,0.240315,0.517673,0.466772,0.516824,0.00,0.00,0.00,0.00,1.90991,7.55218,5.02199,5.78784,2.93703,9.23771,6.74154,7.93891,1.29488,4.65936,3.24935,3.86224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.77222,4.17946,3.60695,4.22739,2.14452,4.59725,4.04041,4.10404,1.06013,2.37708,2.10159,2.36445,0.00284345,0.00727598,0.00617502,0.00870503,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.441305,0.312744,0.560725,0.595337,0.265713,0.243484,0.502891,0.648527,0.147795,0.133817,0.278304,0.358184,0.00,0.00,0.00,0.00,8.25653,7.47461,15.5465,20.0082,2.08854,1.72174,3.38994,4.10894,0.932316,0.777967,1.54565,1.89063,2.68842,2.14325,4.06324,4.76409,0.00,0.00,0.00,0.00,1.16515,0.855509,1.57374,1.73549,0.185852,0.168229,0.349927,0.450343,0.353693,0.250362,0.447978,0.47404,0.0160018,0.0144616,0.0300999,0.0387521,0.284047,0.204151,0.364503,0.389022
967,6.93723,0.00,0.00,0.10992,0.246133,0.218872,0.253873,0.282069,0.623228,0.556902,0.63592,0.567381,1.2236,1.10275,1.21871,0.00,0.00,0.00,0.00,6.68499,42.826,23.8986,27.2717,8.65053,40.0658,24.4646,28.1685,4.2793,24.0079,14.0401,16.3186,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.18258,10.95,8.90532,10.3886,5.34166,12.6305,10.3253,10.4565,2.59986,6.23702,5.31616,5.96976,0.0077783,0.0197637,0.0168395,0.023588,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.02101,0.772478,1.42582,1.61677,0.761973,0.695981,1.43835,1.85914,0.472851,0.430686,0.89148,1.15186,0.00,0.00,0.00,0.00,26.4201,24.0606,49.8075,64.3537,5.63941,4.83887,9.67427,12.0662,2.6534,2.3043,4.63241,5.81766,5.81316,4.71454,9.06306,10.8516,0.00,0.00,0.00,0.00,2.83198,2.21729,4.19337,4.90045,0.594802,0.541607,1.12126,1.4487,0.798325,0.605666,1.11844,1.26975,0.052415,0.047576,0.0985751,0.12741,0.627694,0.482863,0.899092,1.03244
968,6.68346,0.00,0.00,3.59678,2.32454,2.00702,1.36498,7.18966,4.68506,4.04799,2.77314,11.751,7.73415,6.69073,4.6106,0.00,0.00,0.00,0.00,2.81112,12.3509,7.82386,9.02695,4.20322,14.3021,9.9603,11.7144,1.89497,7.52616,4.99983,5.9367,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.42955,5.84061,4.96778,5.85555,2.94176,6.45507,5.55139,5.65538,14.7258,11.4819,9.93756,7.82307,0.00354582,0.00906243,0.00767237,0.0108082,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.5604,7.24937,30.4295,16.8673,21.2854,2.64007,10.6924,6.28887,8.28199,1.0696,4.23445,2.56381,0.00,0.00,0.00,0.00,31.3445,11.8382,29.5076,30.8789,2.59963,2.1493,4.19242,5.17733,1.15159,0.964085,1.89616,2.36407,3.20913,2.60752,4.95061,5.96888,0.00,0.00,0.00,0.00,9.51156,1.89864,5.74768,4.20971,0.238199,0.214574,0.439919,0.573426,0.414079,0.294519,0.523842,0.570674,0.0204895,0.0184303,0.0378132,0.0492972,0.329678,0.239515,0.426027,0.468394
969,6.76976,0.00,0.00,3.7382,2.46243,2.12914,1.4396,7.53993,5.0103,4.33569,2.95464,12.3302,8.27783,7.17226,4.91718,0.00,0.00,0.00,0.00,2.39157,8.10196,5.84138,6.75617,3.78607,10.8194,8.4472,10.0221,1.69038,5.31729,3.99582,4.78158,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.41161,5.69065,4.96256,5.794,2.9872,6.40973,5.74554,5.82781,15.4909,12.1791,10.5988,8.24399,0.00364761,0.00938957,0.00798402,0.0112368,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.2439,7.12417,30.6495,16.6063,20.4363,2.52607,10.6164,5.98425,7.94829,1.02349,4.20157,2.43914,0.00,0.00,0.00,0.00,27.6776,9.40826,24.9189,24.3621,1.72527,1.48731,2.97002,3.63041,0.79636,0.697265,1.40236,1.72965,1.84033,1.49342,2.86291,3.34782,0.00,0.00,0.00,0.00,8.80201,1.61193,5.30877,3.6301,0.171904,0.160064,0.333698,0.427286,0.265922,0.199921,0.366103,0.399808,0.0149309,0.0138565,0.028923,0.0370468,0.201495,0.154562,0.286528,0.319244
970,6.52883,0.00,0.00,0.0563312,0.122374,0.109353,0.125625,0.134205,0.287929,0.258469,0.292433,0.271588,0.569233,0.515272,0.564309,0.00,0.00,0.00,0.00,3.10699,19.321,10.9188,12.5069,3.94812,17.8342,11.0936,12.8396,1.89885,10.4763,6.17048,7.1889,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.03146,5.13103,4.21752,4.88574,2.56779,5.81566,4.88879,4.95565,1.2195,2.83922,2.43257,2.71181,0.00343708,0.00836846,0.0072478,0.0102504,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.670785,0.483907,0.879384,0.976526,0.455388,0.404651,0.835907,1.0846,0.277427,0.24504,0.507457,0.658196,0.00,0.00,0.00,0.00,15.5042,13.6923,28.3576,36.7804,3.50564,2.88192,5.71201,7.07467,1.61759,1.34723,2.69027,3.36149,3.80681,2.98029,5.67268,6.73427,0.00,0.00,0.00,0.00,1.82693,1.36409,2.54381,2.92282,0.34912,0.308276,0.638508,0.828141,0.536059,0.386343,0.700391,0.775234,0.0303963,0.0267507,0.0555069,0.0720115,0.411903,0.302453,0.55392,0.62336
971,7.12913,0.00,0.00,0.0445992,0.0989276,0.0878225,0.101645,0.109203,0.239776,0.21367,0.243696,0.22035,0.472681,0.424779,0.468542,0.00,0.00,0.00,0.00,7.11796,69.3546,35.1685,40.3728,6.45865,52.0273,27.4197,31.5804,3.93338,36.1555,18.5863,21.4394,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.93067,7.13191,4.92019,5.71285,2.35131,7.42574,5.32635,5.55932,1.12645,3.5536,2.62937,2.96577,0.00262317,0.00652025,0.00551464,0.00777857,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.1185,0.832717,1.52672,1.72785,0.801431,0.720004,1.47942,1.92221,0.512646,0.460382,0.946114,1.22926,0.00,0.00,0.00,0.00,28.6551,25.7291,52.8798,68.7032,6.08988,5.13715,10.1948,12.7469,2.8723,2.45647,4.90048,6.17475,5.99101,4.71998,8.99128,10.698,0.00,0.00,0.00,0.00,3.09955,2.38843,4.48606,5.24134,0.645364,0.579369,1.19085,1.54715,0.878238,0.654886,1.2007,1.35868,0.0561782,0.0502096,0.10329,0.134232,0.663415,0.504744,0.940019,1.086
